epoch,type,name,avg,pct5,pct10,pct50,pct90,pct95,pct99,pct100
8,joint,RShoulder,76.812717,26.735118,32.490961,71.878352,130.771257,145.470450,166.619628,199.482479
8,joint,RElbow,106.365004,41.228117,50.205164,91.027712,182.065672,210.717509,300.448500,493.420715
8,joint,RWrist,144.781278,57.622228,72.643079,130.463950,228.399730,289.600017,472.515502,798.609674
9,action,Directions,75.366506,15.316481,22.453536,64.246969,154.573584,200.339447,317.888194,764.814952
9,joint,RHip,23.996527,6.773190,9.136665,22.162230,41.891262,46.698851,55.811180,82.195173
9,joint,RKnee,62.412269,30.159054,36.966861,60.466030,85.926173,103.323100,145.256539,218.061590
9,joint,RFoot,104.353713,63.486969,71.118659,100.001296,145.450109,159.483775,191.483562,287.731847
9,joint,LHip,23.998773,6.776423,9.144586,22.164634,41.892964,46.700566,55.812585,82.211292
9,joint,LKnee,37.218642,11.462324,15.080355,33.144461,62.802898,86.794322,117.348592,216.436170
9,joint,LFoot,80.210079,26.849108,33.287395,74.605006,135.740159,164.636619,238.218863,422.437096
9,joint,Spine,50.919625,27.178618,30.875791,49.144790,75.673689,84.295785,100.251793,125.702353
9,joint,Thorax,52.712510,15.379975,20.301976,45.342770,99.968931,118.163129,137.606031,161.772912
9,joint,Neck/Nose,63.392254,25.306479,30.765337,54.774380,112.152068,137.150666,162.647218,188.539193
9,joint,Head,81.518656,36.495842,42.274684,65.312099,153.984086,189.103955,215.465202,241.818746
9,joint,LShoulder,78.124166,34.186997,42.838480,76.166998,115.776670,130.165787,150.325581,237.144313
9,joint,LElbow,109.567885,39.431546,48.404875,96.895752,191.404953,234.782189,283.690512,448.821670
9,joint,LWrist,186.258708,85.298166,99.101365,165.088561,319.404320,359.811400,461.210068,677.009489
9,joint,RShoulder,61.286703,18.378447,23.801851,56.545348,107.006592,122.747237,141.969294,176.671085
9,joint,RElbow,98.270518,44.209912,50.646567,82.337673,168.713027,232.305246,326.606111,520.127358
9,joint,RWrist,166.989578,78.475089,90.943070,149.576546,255.579153,300.355293,461.235430,764.814952
